person_income,person_emp_length,person_age,loan_percent_income,loan_int_rate,loan_amnt,loan_status,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT
10.42231110741318,1.0,22,0.15,18.25,8.517393171418904,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
10.645448706505872,1.0,30,0.14,14.46,8.699681400989514,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
10.809748150372926,9.0,24,0.12,16.07,8.699681400989514,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
11.225256725762891,9.0,28,0.13,10.62,9.169622538697624,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
10.463131911491969,2.0,28,0.38,16.89,9.491828300264636,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
10.085850775128716,0.0,28,0.42,12.87,9.210440366976515,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
12.100717685412471,8.0,45,0.06,5.99,9.210440366976515,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
11.461642696843066,4.0,24,0.26,10.08,10.12667110305036,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
10.125069885783384,3.0,23,0.07,11.11,7.424165281042028,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
11.002116507732016,6.0,23,0.13,13.49,8.987321812850125,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
10.134638955251866,4.0,23,0.05,7.49,7.090909822079984,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
9.862717639992916,3.0,22,0.26,15.33,8.517393171418904,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
11.289794413577894,5.0,26,0.04,8.0,8.006700845440367,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
10.849356503939038,10.0,26,0.29,6.92,9.61587214452889,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
11.127336510866854,5.0,21,0.24,11.26,9.680406499268877,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
10.968215530759236,3.0,32,0.17,10.96,9.210440366976515,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
11.002116507732016,2.0,21,0.1,10.62,8.699681400989514,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
11.60824473564232,0.0,27,0.15,7.9,9.680406499268877,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
11.695255355062796,1.0,30,0.04,10.36,8.476579508530941,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
11.049317340813348,11.0,34,0.24,8.94,9.798182590890704,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
11.19833800020246,5.0,30,0.11,9.99,8.987321812850125,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11.156264806643742,2.0,24,0.14,13.49,9.210440366976515,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
10.434145214930489,3.0,31,0.29,13.85,9.210440366976515,1,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
11.60824473564232,2.0,32,0.05,10.74,8.630700432209832,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
11.002116507732016,6.0,34,0.17,15.68,9.259225769705994,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
10.799595985047786,0.0,39,0.31,19.13,9.62747051161485,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
10.576457535657257,2.0,26,0.1,15.05,8.294299608857235,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
11.050905878263569,2.0,22,0.08,7.74,8.517393171418904,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
10.389026137075234,0.0,26,0.11,8.59,8.160803920954665,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
11.441783858032416,10.0,30,0.03,5.99,7.824445930877619,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
11.678448377988165,8.0,31,0.05,12.69,8.699681400989514,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
